Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
L,298.9,330.037037,1436,39.0,32
L,300.1,330.7777778,1532,36.0,109
L,299.6,329.6666667,1627,36.6,17
L,302.5,329.6666667,1329,50.6,148
L,300.5,333.7407407,1475,46.3,49
L,300.5,330.7777778,1646,34.5,63
L,299.0,328.9259259,1509,38.0,168
L,301.8,333.3703704,1334,52.3,68
L,297.4,323.7407407,1678,32.3,180
M,297.6,323.3703704,1466,39.7,34
L,299.6,325.2222222,1413,48.5,153
L,297.9,323.7407407,2262,15.7,125
L,303.1,339.2962963,1465,44.1,109
L,303.4,337.0740741,1656,32.7,195
M,303.4,334.4814815,1817,24.7,125
L,301.0,335.2222222,1670,31.3,150
L,298.9,328.1851852,1616,36.5,110
M,298.1,324.4814815,2206,16.3,195
L,302.2,334.4814815,1346,52.4,157
L,298.2,323.0,1355,49.4,209
H,300.9,327.0740741,1469,43.4,126
L,298.8,321.8888889,1472,53.5,28
M,304.1,340.7777778,2028,18.9,45
L,301.0,330.7777778,1408,47.0,202
L,295.6,315.2222222,1636,32.7,56
L,297.2,321.1481481,1580,35.8,140
L,302.4,329.2962963,1556,32.9,132
H,298.7,328.1851852,1422,40.7,85
L,301.0,332.6296296,1804,25.8,174
L,302.7,331.5185185,1977,20.0,21
L,300.0,327.0740741,1925,21.9,9
H,298.8,325.962963,1425,53.9,135
M,298.1,322.2592593,1736,26.8,27
L,299.2,325.2222222,1515,48.9,228
L,301.2,332.6296296,1596,37.2,219
L,302.4,335.2222222,1495,36.8,215
H,301.0,328.9259259,1212,67.9,30
L,300.0,329.6666667,1675,29.7,64
M,300.2,330.037037,1478,38.1,45
L,298.2,322.2592593,1436,50.2,43
L,300.3,327.0740741,1474,38.7,35
L,300.2,329.2962963,1649,30.5,43
M,299.3,324.8518519,1767,24.8,196
L,300.3,334.4814815,1548,32.2,25
L,300.6,330.4074074,2007,19.8,116
L,302.4,335.2222222,1721,26.9,112
M,300.7,328.9259259,1641,34.6,178
L,301.6,333.0,1680,29.2,111
M,300.3,328.9259259,1409,43.2,9
L,301.5,331.8888889,1593,34.5,162
L,297.9,323.3703704,1519,34.3,61
M,300.7,331.5185185,1343,51.6,211
L,303.4,335.962963,1771,31.6,202
L,298.3,321.5185185,2886,3.8,57
L,299.5,328.9259259,1379,50.4,85
M,303.8,339.6666667,1594,35.2,69
L,296.8,319.6666667,1474,42.4,107
L,298.4,327.0740741,1357,50.1,125
L,300.9,331.1481481,1538,36.7,3
M,303.3,338.9259259,1642,33.6,104
L,296.9,320.7777778,1425,49.1,163
H,298.8,328.5555556,1439,45.2,40
M,299.7,330.7777778,1492,39.3,131
L,301.0,334.1111111,1478,39.5,75
L,302.9,337.0740741,1571,40.6,139
M,300.7,332.6296296,1378,41.2,93
M,299.1,324.4814815,1491,41.0,209
H,303.6,335.2222222,1476,40.1,85
L,298.6,328.9259259,1334,48.0,42
M,301.9,332.6296296,1432,41.5,51
M,297.7,324.4814815,1388,45.6,190
L,303.5,340.037037,1606,34.0,126
L,297.0,320.4074074,1731,28.5,186
L,301.1,331.5185185,1376,49.1,0
L,300.9,337.8148148,1364,52.5,125
H,297.4,326.3333333,1365,52.4,76
H,298.8,329.2962963,1704,30.7,150
M,299.2,324.8518519,1573,37.4,212
H,299.1,331.1481481,1332,48.0,148
H,300.5,334.8518519,1506,36.2,10
L,297.4,323.0,1525,38.7,62
L,301.1,333.7407407,1622,35.6,34
L,301.4,331.1481481,1481,37.6,77
M,297.2,323.3703704,1611,31.6,197
M,299.5,325.962963,1497,40.9,169
L,301.7,331.5185185,1318,55.0,194
H,298.2,321.1481481,1491,39.7,181
M,298.1,324.1111111,1547,38.9,0
L,299.1,330.7777778,1471,38.4,146
L,299.7,325.962963,1326,64.8,71
L,300.3,335.5925926,1548,33.0,16
L,301.5,331.1481481,1962,20.2,124
M,302.2,333.7407407,1375,47.0,98
L,302.0,328.9259259,1832,22.9,178
M,298.7,329.6666667,1598,33.3,36
L,298.4,323.7407407,1569,34.4,160
M,301.4,331.5185185,1692,32.3,5
L,301.4,330.4074074,1301,51.2,112
L,297.7,324.4814815,1515,40.1,82
L,297.8,319.6666667,1391,48.6,109
L,302.6,331.8888889,1486,36.4,160
M,300.2,334.8518519,1608,35.0,212
L,300.4,327.4444444,1553,43.9,75
L,299.4,325.962963,1569,40.8,73
L,302.4,333.3703704,1404,52.0,57
L,297.9,320.4074074,1537,37.7,15
M,301.4,330.037037,1610,29.1,166
M,301.0,331.8888889,1533,39.3,194
M,298.6,327.4444444,1344,59.4,200
H,301.3,332.6296296,1341,59.3,134
L,300.5,334.8518519,1730,30.2,106
L,298.6,328.5555556,1556,38.6,36
L,301.7,329.6666667,1686,28.9,59
H,301.9,331.8888889,1455,42.7,85
M,300.9,332.2592593,1727,30.1,102
L,299.6,331.8888889,1393,49.9,78
M,298.8,328.9259259,1529,38.5,77
M,302.7,335.5925926,1728,30.0,12
L,302.3,333.3703704,1549,40.6,66
L,298.8,325.5925926,1489,49.1,128
L,297.9,320.4074074,1492,43.7,59
L,301.2,328.9259259,1618,37.6,32
M,298.2,326.7037037,1693,34.4,73
H,299.7,325.962963,1468,49.6,132
H,297.5,323.0,1587,36.1,98
L,298.3,324.4814815,1645,30.4,33
M,297.4,323.7407407,1604,32.8,85
M,300.3,335.2222222,1447,36.8,0
L,297.6,325.2222222,1487,45.4,64
L,302.8,331.1481481,1671,30.5,201
L,299.2,323.3703704,1387,51.1,98
L,297.7,320.037037,1844,21.9,61
L,300.3,325.962963,1807,26.4,169
L,300.6,332.2592593,1344,46.7,133
L,301.7,328.1851852,1491,39.3,114
H,296.6,319.2962963,1333,50.2,177
L,297.6,322.6296296,1742,27.7,13
M,302.4,329.2962963,1520,36.6,97
H,302.2,328.9259259,1468,43.6,38
M,296.3,319.2962963,1335,50.5,48
M,300.4,327.4444444,1614,30.3,161
M,297.7,318.5555556,1405,43.7,2
L,300.8,334.1111111,1316,57.6,43
L,302.7,330.4074074,1542,35.7,38
L,298.1,320.037037,1498,42.9,171
L,300.8,335.2222222,1578,31.4,219
M,300.5,327.8148148,1389,43.3,9
L,297.5,324.1111111,1761,26.2,164
L,297.0,321.1481481,1296,69.1,153
L,300.1,334.1111111,1418,47.7,73
L,301.3,329.2962963,1355,53.6,193
M,299.6,329.2962963,1357,48.7,96
M,303.0,333.0,1526,37.3,176
L,299.0,324.1111111,1396,48.6,0
L,302.7,336.7037037,1728,24.4,146
L,301.4,333.7407407,1397,42.3,48
M,299.3,324.1111111,1420,50.3,208
M,301.2,332.2592593,1359,50.8,118
M,298.9,328.9259259,1561,45.3,58
M,298.5,321.5185185,1519,37.3,29
L,300.7,330.7777778,1536,47.4,192
L,301.4,331.8888889,1740,29.2,110
L,298.4,326.7037037,1461,46.3,121
M,303.5,339.6666667,1530,34.5,110
L,300.9,330.7777778,1599,40.5,57
L,298.2,321.5185185,1499,44.1,166
L,300.6,334.8518519,1455,48.0,203
L,300.5,334.4814815,1708,31.2,57
L,303.2,338.5555556,1601,35.3,148
L,300.3,330.4074074,1672,29.2,39
M,299.7,325.962963,1412,45.3,205
M,300.5,335.962963,1730,27.5,209
L,298.6,322.2592593,1705,26.3,177
M,297.5,326.7037037,1482,39.3,112
H,301.2,331.5185185,1747,27.3,35
H,301.6,330.7777778,1786,27.1,35
L,299.7,333.3703704,1835,23.7,183
L,297.0,320.7777778,1396,50.0,96
L,300.0,329.6666667,1760,26.9,193
L,300.8,335.2222222,1655,32.2,12
L,302.0,330.7777778,1263,60.6,90
H,297.0,321.8888889,1517,41.4,222
M,299.2,323.7407407,1631,35.4,64
L,301.7,329.6666667,1311,57.4,40
L,299.0,324.4814815,1405,55.2,103
L,301.1,333.3703704,1555,35.3,172
M,301.5,331.5185185,1454,39.4,17
L,301.8,330.037037,1765,27.3,29
L,297.7,324.8518519,1715,27.2,193
L,298.1,320.4074074,1705,29.1,109
L,300.9,330.4074074,2021,18.8,30
H,302.8,332.6296296,1436,43.5,47
L,297.8,322.6296296,1435,50.1,189
M,301.0,330.4074074,1665,30.9,177
M,299.0,330.037037,1689,29.7,101
L,301.0,332.2592593,1813,28.5,197
M,300.9,326.7037037,1724,25.6,119
M,302.9,332.6296296,1402,40.7,52
L,299.9,333.7407407,1429,58.2,103
L,297.9,321.1481481,1426,43.6,89
M,299.7,327.4444444,1477,42.7,163
L,297.4,321.8888889,1474,39.4,20
L,301.6,332.6296296,1431,42.6,158
H,299.8,331.1481481,1423,44.6,116
M,303.5,337.8148148,1606,30.1,98
M,297.8,326.7037037,1226,58.7,129
L,302.6,330.7777778,1450,43.2,68
M,302.6,329.6666667,2676,10.8,84
L,301.3,332.2592593,1566,33.1,82
M,302.3,334.4814815,1674,30.0,12
L,303.4,338.5555556,1462,37.5,118
M,298.9,330.7777778,1525,38.5,27
M,300.3,329.6666667,1442,39.5,4
L,298.5,328.9259259,1435,42.5,25
M,303.7,340.037037,1303,54.4,2
L,302.0,330.7777778,1635,39.8,99
L,300.9,336.3333333,1493,38.7,217
L,300.8,336.7037037,1505,41.3,173
M,298.7,327.0740741,1500,38.8,116
M,304.0,340.4074074,1450,42.8,101
M,297.6,325.2222222,1427,45.6,179
L,301.5,331.8888889,1512,38.9,9
M,301.2,332.2592593,1424,45.2,68
L,298.8,330.7777778,1464,46.4,207
L,297.2,321.5185185,1705,26.0,200
L,299.2,324.8518519,1342,50.8,195
L,300.4,326.3333333,1525,39.6,202
M,300.8,330.037037,1270,61.0,54
L,300.7,327.4444444,1810,26.0,195
L,299.6,331.5185185,1922,23.3,205
L,300.4,327.4444444,1386,56.9,170
M,299.5,326.7037037,1387,56.2,32
L,297.5,323.0,1604,38.1,106
M,298.6,328.5555556,1517,34.0,215
M,301.8,332.6296296,1393,49.5,168
M,298.9,322.2592593,1328,49.2,11
L,303.7,339.2962963,1543,38.3,61
L,303.9,340.037037,1408,47.5,76
M,302.5,330.4074074,1580,35.6,176
L,299.8,326.3333333,1386,49.4,116
M,303.3,335.5925926,1583,33.3,72
L,302.3,333.3703704,1297,62.5,109
L,300.1,326.7037037,1858,23.6,26
L,302.3,334.8518519,1665,34.3,139
L,298.0,320.7777778,1453,37.7,119
L,298.0,324.8518519,1508,37.1,92
L,297.1,323.3703704,1323,44.4,207
L,301.5,332.2592593,1600,39.0,160
L,299.8,328.9259259,1361,53.8,167
M,303.3,338.1851852,1674,32.7,76
L,298.5,321.5185185,1404,48.1,32
L,298.1,324.8518519,2136,15.9,78
L,300.3,330.037037,1362,60.3,206
L,301.0,330.4074074,1476,43.6,173
L,302.8,337.4444444,1366,49.1,221
M,298.6,325.5925926,1487,43.2,206
L,297.1,323.0,1304,53.5,153
L,300.5,330.7777778,1515,36.6,54
M,298.5,325.962963,1449,46.4,83
L,302.9,333.3703704,1634,36.9,71
L,303.1,337.8148148,1407,41.2,107
L,303.4,338.9259259,1589,34.0,116
L,297.8,320.7777778,1573,37.9,33
L,297.5,324.1111111,1454,45.0,19
L,300.8,329.6666667,1514,40.0,155
L,297.7,325.2222222,1874,24.4,28
L,303.2,337.8148148,1663,33.7,71
L,297.7,325.962963,1365,58.6,170
L,297.1,321.8888889,1754,30.3,206
L,301.1,334.8518519,1488,43.4,5
L,298.1,322.6296296,1331,63.0,13
M,296.9,320.7777778,1544,40.3,150
M,299.1,331.1481481,1397,49.5,165
L,301.0,334.4814815,1559,31.8,195
L,297.4,323.7407407,1439,51.9,188
M,302.1,334.4814815,1635,31.6,23
L,300.0,329.6666667,1486,36.4,66
L,298.0,320.4074074,1435,45.6,184
L,302.3,331.5185185,1402,50.9,157
H,301.4,333.0,1445,41.4,144
M,300.0,333.7407407,1629,32.1,55
M,300.6,331.1481481,1403,50.4,64
M,297.6,323.3703704,1552,40.9,90
L,297.4,325.2222222,1324,56.9,173
M,302.5,334.1111111,1636,35.0,157
M,300.0,329.6666667,1393,51.2,190
M,301.7,331.8888889,1594,32.4,204
M,297.1,323.0,1502,37.3,181
L,300.5,327.0740741,1379,55.6,2
L,303.7,340.4074074,1683,28.4,46
M,299.7,330.7777778,1490,41.2,126
L,298.7,328.5555556,1651,29.5,42
M,302.4,332.6296296,1580,36.5,64
H,297.8,318.9259259,1555,35.8,190
L,300.7,332.6296296,1596,36.9,174
H,298.8,328.1851852,1510,44.2,35
L,299.1,329.2962963,1367,45.6,44
L,297.5,323.3703704,1375,55.6,128
M,302.5,330.7777778,1918,21.6,131
L,297.1,323.0,1693,29.5,100
M,301.8,332.2592593,1358,52.3,56
L,302.4,330.4074074,1865,23.9,129
H,304.1,340.7777778,1590,43.4,52
L,299.9,327.0740741,1451,39.4,18
M,302.5,334.4814815,1358,52.7,139
M,298.1,324.8518519,1335,50.4,110
H,298.8,330.7777778,1294,55.8,202
M,300.5,333.0,1296,61.3,202
M,302.5,336.3333333,1436,43.5,184
L,300.6,330.037037,1794,24.4,211
M,303.6,335.962963,1617,36.0,95
L,302.8,333.0,1456,36.1,89
L,300.5,328.1851852,1939,21.4,164
L,299.9,333.7407407,1535,38.1,160
H,296.4,318.9259259,1540,37.4,75
L,297.3,322.6296296,1590,35.5,59
H,300.6,326.7037037,1691,28.0,36
L,297.6,323.7407407,1744,28.5,42
H,299.4,326.3333333,1743,28.2,0
L,300.2,335.2222222,1493,48.3,167
L,302.6,337.4444444,1512,34.2,44
M,297.5,323.3703704,1496,42.2,22
L,296.9,320.7777778,1557,38.1,135
L,303.2,334.1111111,1349,51.1,9
M,301.2,328.9259259,1625,31.6,173
M,300.2,327.8148148,1413,43.0,137
H,300.3,334.8518519,1339,53.4,123
H,301.9,332.6296296,1672,29.9,13
M,297.5,322.6296296,1622,37.2,103
M,302.3,331.5185185,1559,33.9,119
L,300.5,326.3333333,1465,46.0,89
M,301.8,327.4444444,1436,49.0,214
L,301.7,331.1481481,1513,41.1,64
M,301.2,328.5555556,1456,50.8,15
L,298.9,324.1111111,1438,51.7,64
M,301.3,328.9259259,1593,30.8,210
L,300.9,331.8888889,1571,39.9,51
M,302.2,335.2222222,1653,31.4,2
L,297.4,323.7407407,1446,48.1,88
M,297.4,323.7407407,1657,33.1,156
L,302.8,331.1481481,2016,19.9,199
L,298.8,329.6666667,1504,41.0,51
H,298.5,326.7037037,2011,21.0,59
L,299.0,323.7407407,1734,32.4,161
L,302.6,330.7777778,1748,28.2,2
L,302.9,337.0740741,1367,55.1,50
M,298.1,321.1481481,1377,55.1,42
M,298.1,321.1481481,1303,53.9,52
L,298.4,323.3703704,1490,37.9,110
L,303.3,334.1111111,1510,37.3,36
H,302.4,333.3703704,1506,40.8,204
L,299.0,329.6666667,1432,42.2,87
L,295.9,316.7037037,1547,40.9,107
H,297.5,326.3333333,1459,49.7,201
L,297.3,322.6296296,1519,37.7,45
M,301.3,330.4074074,2093,18.7,190
L,297.3,321.8888889,1763,28.4,54
L,299.1,324.4814815,1502,38.3,88
L,303.3,338.5555556,1623,34.6,102
L,301.5,330.7777778,1644,34.9,186
L,298.1,321.1481481,1665,32.0,7
L,298.1,320.7777778,1761,28.2,76
H,303.4,337.4444444,1769,27.9,40
L,300.3,327.4444444,1468,44.7,179
L,297.1,323.0,1488,42.5,146
L,299.4,324.8518519,1583,34.1,176
M,302.1,331.1481481,1421,52.0,95
L,300.6,330.4074074,1457,47.7,120
L,299.5,331.8888889,1283,52.4,112
L,299.6,331.8888889,1507,42.4,108
L,299.4,325.962963,1556,35.7,75
L,300.5,327.8148148,1560,30.2,139
H,300.5,328.9259259,1495,47.4,184
M,300.5,334.8518519,1577,36.5,4
L,302.5,334.4814815,1493,35.1,131
M,299.3,325.962963,1586,37.9,129
H,304.0,340.4074074,1472,45.5,166
L,303.7,337.0740741,1619,34.9,92
M,302.2,331.8888889,1408,46.8,49
L,302.6,330.7777778,1596,32.8,193
M,304.1,341.1481481,1480,38.4,72
M,297.4,323.0,1675,29.5,59
L,297.9,320.4074074,1517,44.4,67
M,300.3,335.962963,1677,30.8,48
L,300.7,331.5185185,1442,43.2,49
L,298.0,320.037037,1450,48.7,138
L,296.7,321.1481481,1690,29.6,119
L,299.0,324.8518519,1622,31.9,42
L,300.0,325.2222222,1709,32.1,79
L,297.8,323.0,1612,32.1,183
L,300.2,329.2962963,1523,42.3,25
L,302.2,334.1111111,1609,32.1,41
L,297.3,322.6296296,1396,45.9,64
L,297.9,325.2222222,1450,46.8,118
M,301.7,331.5185185,1627,31.3,78
L,297.4,325.962963,1437,40.4,117
M,300.9,331.5185185,1420,43.0,133
L,303.6,335.5925926,1222,66.8,148
L,297.6,325.962963,1611,33.1,155
L,297.5,323.7407407,1671,29.4,136
H,301.0,330.4074074,1512,44.9,86
M,302.7,336.7037037,1378,46.9,176
L,303.8,339.2962963,1503,40.0,154
M,303.9,340.7777778,1350,47.2,2
L,302.5,333.0,1499,38.8,135
H,300.6,335.2222222,1500,36.7,17
L,302.0,330.7777778,1651,30.9,146
L,298.1,322.2592593,1485,40.7,57
M,303.3,336.7037037,1693,30.0,80
M,302.4,333.0,1366,54.4,0
L,302.9,337.0740741,1513,37.8,92
L,300.7,330.4074074,1234,51.7,160
H,298.3,321.5185185,1637,30.8,2
L,302.0,330.4074074,1448,43.4,167
L,297.5,323.7407407,1585,37.6,2
L,300.8,335.2222222,1490,46.4,217
L,301.9,330.4074074,1884,23.4,163
H,303.5,334.4814815,1629,33.5,73
L,297.4,323.7407407,1532,38.7,136
L,298.9,329.2962963,1587,30.2,162
M,298.4,324.1111111,1584,31.7,117
L,300.0,325.962963,1444,43.6,123
H,297.9,325.962963,1577,34.7,5
L,300.4,329.2962963,1614,33.5,191
H,300.6,326.7037037,1555,37.9,24
M,298.5,327.4444444,1509,47.3,2
L,298.9,328.9259259,1452,48.9,185
M,297.5,323.3703704,1662,30.3,26
M,301.7,332.6296296,1311,55.8,39
M,300.8,333.3703704,1434,39.1,82
H,300.0,327.4444444,1629,32.3,89
M,300.5,334.8518519,1456,51.1,193
L,298.2,320.7777778,1388,48.6,76
L,297.5,323.7407407,1596,36.0,141
L,301.1,331.8888889,1724,27.5,101
M,300.4,335.5925926,1553,33.1,209
H,300.6,330.7777778,1454,51.2,58
L,298.3,328.5555556,1463,43.9,116
M,298.5,321.5185185,1363,49.2,149
L,301.8,332.6296296,1771,27.2,162
L,301.9,332.6296296,1642,33.1,126
M,297.6,324.1111111,1475,46.6,54
L,301.5,332.2592593,1318,50.6,11
L,300.4,331.8888889,1396,49.3,142
L,300.4,333.3703704,1673,28.9,171
L,299.0,329.6666667,1533,43.5,159
M,298.7,328.1851852,1570,42.1,200
L,303.3,333.7407407,1592,33.7,14
L,299.7,331.8888889,1589,36.0,190
M,303.8,338.5555556,1527,41.9,159
L,297.9,320.4074074,1593,34.9,83
H,299.2,323.0,1388,53.2,59
M,302.6,330.7777778,1420,56.4,57
L,302.2,334.8518519,1545,35.9,152
L,300.0,325.5925926,1465,40.6,9
H,298.7,328.1851852,1582,33.4,121
M,298.8,328.1851852,1534,37.0,47
M,302.2,332.6296296,1476,47.4,161
L,299.1,330.037037,1619,31.1,242
M,298.0,325.2222222,1393,55.9,79
L,300.9,332.2592593,1601,34.0,181
L,299.9,328.1851852,1716,28.2,117
L,303.5,338.5555556,1602,34.2,108
L,298.5,324.4814815,1670,29.6,13
M,299.6,324.8518519,1685,27.8,161
H,297.9,325.5925926,1435,44.7,8
L,302.2,333.3703704,1928,23.1,2
L,300.4,334.1111111,1662,29.3,129
L,298.9,322.2592593,1828,23.8,26
L,299.1,330.4074074,1657,31.0,129
L,302.5,329.6666667,1586,32.2,64
M,300.0,326.3333333,2293,16.3,170
L,297.2,324.1111111,1501,38.5,86
L,302.6,334.8518519,1638,29.6,160
M,300.0,334.1111111,1791,24.1,213
M,300.4,331.8888889,1491,35.9,148
L,298.5,327.4444444,1585,32.2,89
M,298.8,328.1851852,1477,46.7,59
L,300.5,327.0740741,1795,27.7,117
M,298.0,323.3703704,1585,33.0,24
L,297.2,323.7407407,1774,23.0,30
L,300.2,334.1111111,1425,44.2,84
L,300.8,331.5185185,1525,39.4,175
L,302.6,336.7037037,1439,52.3,35
M,301.7,331.1481481,1876,22.1,99
H,300.1,327.4444444,1463,45.1,113
H,300.7,327.4444444,1390,48.5,7
L,300.7,337.4444444,1898,24.0,60
H,297.8,323.0,1550,38.2,185
L,301.8,332.6296296,1606,33.3,4
M,300.6,331.8888889,1389,48.1,88
M,297.0,321.1481481,1414,46.2,165
M,297.5,324.1111111,1697,28.1,107
L,297.4,322.2592593,1402,49.7,41
L,300.7,330.7777778,1960,21.0,194
M,303.0,333.3703704,1614,35.7,207
M,301.4,330.7777778,1495,52.5,201
L,300.1,334.1111111,1484,43.1,13
L,302.5,330.037037,1446,44.0,146
M,297.3,325.2222222,1556,39.5,168
M,299.7,324.8518519,1551,35.4,82
L,301.3,331.1481481,1560,36.8,113
M,301.9,327.4444444,1439,41.7,201
M,302.3,333.7407407,1625,33.1,137
H,302.7,330.4074074,1305,55.2,20
M,300.8,337.8148148,1811,25.1,136
M,298.3,325.5925926,1404,47.0,15
M,297.7,324.4814815,1350,57.0,105
L,300.3,335.5925926,1413,46.0,182
M,303.3,337.8148148,1505,38.9,68
L,298.1,321.1481481,1698,33.3,40
L,298.0,325.2222222,1679,32.4,90
H,300.6,335.2222222,1427,44.6,87
M,302.4,330.7777778,1500,36.7,164
L,298.2,321.8888889,1306,58.3,35
M,299.6,333.0,1649,33.8,133
L,297.4,325.962963,1428,38.8,26
M,302.3,333.0,1338,53.3,63
L,303.8,340.4074074,1869,25.8,211
M,303.9,341.1481481,1567,35.0,168
L,300.8,331.5185185,1461,42.8,173
L,298.8,328.5555556,1629,31.9,49
L,300.0,327.0740741,1506,38.8,87
L,300.1,334.1111111,1604,35.0,191
L,301.3,331.1481481,1451,47.5,42
M,301.8,329.2962963,2372,13.9,205
L,299.0,323.7407407,1946,22.3,102
H,298.9,329.2962963,1366,62.7,161
L,298.0,325.5925926,1473,44.3,124
L,300.4,331.1481481,1384,48.7,24
M,301.3,332.6296296,1495,40.8,148
M,297.6,326.3333333,1464,46.2,218
H,303.6,337.8148148,1436,45.6,9
L,301.4,331.8888889,1543,36.9,97
H,300.1,334.8518519,1674,29.6,85
L,302.8,337.8148148,1523,39.7,239
M,301.6,331.8888889,1664,32.0,58
L,298.9,329.2962963,1510,38.0,52
L,298.2,325.2222222,1341,43.8,171
L,297.9,324.8518519,1393,40.6,45
L,298.5,326.3333333,1570,40.1,131
M,301.5,330.7777778,1412,44.1,184
L,298.6,328.1851852,1505,45.7,144
M,298.4,327.0740741,1344,45.3,122
L,297.4,321.8888889,1348,57.4,66
M,298.6,328.1851852,1430,43.1,80
M,302.5,336.7037037,1454,47.6,37
L,300.4,333.7407407,1639,34.6,24
L,298.3,321.1481481,1502,42.0,103
L,303.3,333.7407407,1389,53.9,39
L,299.6,325.962963,1713,26.5,167
L,299.7,326.7037037,1445,42.9,55
L,297.0,320.4074074,1502,39.4,126
L,298.8,323.3703704,1490,35.0,29
M,302.7,336.7037037,1564,32.1,188
M,299.0,328.9259259,1486,34.6,91
L,301.5,330.7777778,1556,39.1,48
M,299.1,323.7407407,1491,38.5,166
H,300.7,336.7037037,1490,43.1,159
L,297.0,321.1481481,1436,47.7,191
L,298.8,326.3333333,1357,47.1,176
L,297.5,322.2592593,1327,56.5,189
M,298.7,325.2222222,1843,25.8,130
M,302.3,332.2592593,1710,30.4,218
L,302.7,337.8148148,1433,44.2,17
L,300.8,337.8148148,1825,23.8,127
M,301.9,333.0,1380,51.6,184
L,300.4,327.8148148,1740,31.1,113
L,298.3,321.5185185,1361,56.9,81
L,300.7,331.1481481,1654,34.2,89
H,299.3,325.2222222,1425,40.6,123
M,303.5,337.4444444,1593,35.2,29
L,300.5,327.0740741,1542,38.5,108
M,297.9,320.4074074,1364,46.8,89
M,296.9,320.7777778,1828,24.6,91
M,299.8,333.3703704,1706,29.2,148
L,297.5,325.962963,1426,44.8,24
L,298.3,321.5185185,1242,62.0,98
L,297.8,320.037037,1446,51.4,105
M,299.6,332.2592593,1630,29.8,206
H,303.7,335.962963,1332,52.7,66
L,300.4,327.0740741,1711,29.2,215
M,302.2,331.1481481,1570,34.6,163
L,300.7,333.0,2437,13.8,163
L,297.4,322.2592593,1419,50.0,52
M,300.8,333.0,1583,32.1,116
M,300.3,335.5925926,1607,33.7,199
L,298.2,324.1111111,1407,45.1,49
L,304.0,340.037037,1407,42.1,5
H,299.2,330.7777778,1329,48.9,30
L,301.6,331.5185185,1429,43.6,176
L,303.8,338.1851852,1523,47.0,152
L,300.8,333.7407407,1462,41.4,75
L,303.3,337.0740741,1457,40.7,48
L,297.6,323.3703704,1574,37.1,121
L,302.4,333.0,1565,42.8,163
L,298.3,323.3703704,1539,36.1,168
L,297.7,325.5925926,1563,39.3,56
L,302.0,331.1481481,1361,46.7,182
L,298.5,327.4444444,1462,45.1,115
L,301.0,337.4444444,1445,36.4,105
M,296.9,319.2962963,1521,37.9,27
M,297.6,324.4814815,1683,31.6,79
L,298.9,329.2962963,1442,48.0,181
L,298.6,328.1851852,1496,37.7,134
M,301.4,333.3703704,1434,47.6,52
M,302.5,335.962963,1414,51.6,205
L,301.5,330.4074074,1543,34.0,55
M,303.8,338.1851852,2344,15.2,146
H,300.4,329.2962963,1484,38.0,198
L,302.8,338.1851852,1694,28.4,66
L,301.9,333.7407407,1366,55.6,57
M,303.6,335.5925926,1659,34.7,94
L,300.6,327.4444444,1682,30.7,78
M,298.9,326.3333333,1632,32.5,55
L,302.4,336.3333333,1545,36.4,12
L,297.6,324.8518519,1449,47.7,209
H,296.3,318.5555556,1424,42.0,196
L,299.4,325.2222222,1404,47.3,86
L,302.2,334.4814815,1616,34.0,19
M,303.3,333.7407407,1566,46.1,41
H,297.8,325.2222222,1410,48.8,23
L,300.1,330.7777778,1394,44.3,121
L,296.9,320.7777778,1571,35.0,102
M,299.6,325.5925926,1366,55.2,95
L,300.3,335.2222222,1333,55.2,18
L,299.8,326.7037037,1467,46.2,219
L,299.3,324.4814815,1603,33.9,203
L,302.4,335.5925926,1465,40.2,143
L,300.3,335.2222222,1545,43.5,160
M,297.1,321.1481481,1980,20.3,159
M,300.1,329.2962963,1402,46.6,10
L,296.5,319.2962963,1523,40.7,85
L,297.7,324.4814815,1616,34.2,114
L,299.6,324.8518519,1422,53.2,120
L,298.4,326.3333333,1549,40.8,139
M,302.2,333.3703704,1561,34.9,106
L,295.5,314.4814815,1650,32.8,67
M,298.9,328.5555556,1357,54.5,121
H,301.2,328.5555556,1362,50.7,25
L,297.5,324.4814815,1603,36.7,184
M,302.7,337.0740741,1585,35.5,167
L,299.5,331.8888889,1374,48.3,154
L,298.3,323.0,1329,49.2,166
L,298.8,328.5555556,1550,38.8,53
M,299.6,331.8888889,1603,35.4,202
L,301.6,332.2592593,1492,45.2,155
L,302.6,330.037037,1642,33.2,82
M,298.5,327.0740741,1535,39.8,87
L,300.0,328.5555556,1608,33.4,76
L,303.5,337.8148148,1574,32.7,175
L,301.2,334.1111111,1757,28.0,6
L,302.3,331.8888889,1377,47.3,22
L,299.3,329.6666667,1495,49.2,16
L,297.9,320.4074074,1353,50.7,13
L,300.0,333.3703704,1418,47.3,60
H,300.5,327.0740741,1635,34.2,62
M,303.4,338.5555556,2706,9.8,65
L,302.1,331.5185185,1465,40.7,13
L,302.1,334.4814815,1727,27.7,50
L,303.6,336.3333333,1309,52.9,86
L,301.1,329.2962963,1417,46.9,35
M,302.3,332.2592593,1581,36.1,109
M,303.1,332.6296296,1510,47.6,16
M,302.4,332.6296296,1464,44.2,106
M,297.7,321.8888889,1469,48.8,183
M,299.8,327.4444444,1331,50.2,98
L,295.6,314.8518519,1426,48.6,124
L,297.3,322.6296296,1333,55.2,11
