Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
M,299.6,326.3333333,1387,48.3,25
L,302.3,334.4814815,1448,49.6,28
L,303.2,334.4814815,1544,42.5,227
L,299.3,331.1481481,1480,45.1,107
H,300.8,331.8888889,1618,32.8,40
L,300.8,332.2592593,1748,29.9,140
L,297.4,323.0,1580,41.2,66
L,300.8,332.2592593,1453,43.9,84
M,301.1,331.1481481,1410,43.9,73
M,300.7,327.0740741,1838,24.9,66
L,297.2,323.3703704,1471,41.7,41
M,303.5,340.037037,1403,51.9,77
L,301.6,328.9259259,1566,30.3,79
L,300.2,327.0740741,2183,17.8,39
L,301.7,333.0,1455,39.8,118
L,298.3,326.7037037,1618,31.5,108
M,299.0,330.037037,1540,38.1,182
H,298.6,322.6296296,1377,52.1,181
L,298.9,329.2962963,1495,42.9,175
L,301.1,331.8888889,1274,55.7,169
L,300.1,327.8148148,1481,37.9,34
L,303.9,340.037037,1551,36.8,140
M,300.7,327.4444444,1439,43.0,61
L,300.3,335.2222222,1579,33.6,59
H,300.1,334.1111111,1377,56.7,50
L,297.6,326.7037037,1958,22.1,108
L,298.2,325.2222222,1353,57.8,89
L,297.7,323.3703704,1373,56.7,203
L,298.5,321.8888889,1662,28.6,48
M,301.0,336.3333333,1558,37.5,190
L,299.4,325.5925926,2421,14.2,57
L,299.1,330.037037,1449,40.7,40
L,297.1,321.1481481,1507,38.3,170
L,300.6,326.7037037,1552,36.4,113
L,302.4,330.037037,1923,23.3,172
L,302.6,334.4814815,1599,37.0,211
L,300.3,333.0,1605,37.1,160
H,299.9,333.7407407,1413,41.8,153
L,299.3,331.8888889,1483,43.5,15
M,299.7,330.037037,1661,34.5,6
L,300.3,335.2222222,1515,37.5,5
L,299.0,323.7407407,1297,54.2,110
M,299.7,333.0,1618,30.3,125
M,298.7,328.1851852,1475,40.5,59
H,298.9,324.1111111,1353,48.1,79
H,299.1,328.9259259,1431,49.5,205
M,303.7,339.2962963,1685,31.8,203
M,302.2,334.1111111,1372,55.1,9
M,299.6,331.8888889,1427,50.4,98
L,300.9,336.3333333,1500,44.2,188
L,302.7,337.8148148,1360,47.8,11
L,299.5,326.3333333,1577,36.6,14
M,299.6,325.5925926,1471,44.3,67
L,302.5,336.3333333,1574,42.0,188
L,303.7,335.962963,1561,33.3,153
M,299.1,330.7777778,1428,43.0,53
M,298.5,326.3333333,1498,34.6,46
L,299.4,325.2222222,1507,41.0,213
L,301.0,332.6296296,1582,37.5,176
L,298.4,321.8888889,1491,50.0,156
L,299.3,330.4074074,1365,53.9,171
L,301.7,331.1481481,1486,38.5,78
L,302.9,337.4444444,1578,36.3,141
H,297.9,320.7777778,1635,34.0,142
L,301.4,332.2592593,1536,38.3,9
M,303.9,340.7777778,1570,40.7,74
L,300.4,333.3703704,1406,43.6,22
M,301.5,330.7777778,1623,33.5,157
L,299.6,329.2962963,1553,38.0,83
L,298.3,320.4074074,1465,49.4,109
H,298.3,329.2962963,1509,37.6,85
M,300.8,333.3703704,1429,52.3,77
M,298.5,326.3333333,1551,34.7,121
L,303.9,340.7777778,1345,48.2,77
L,302.0,328.5555556,1407,52.8,154
L,299.3,325.2222222,1449,46.5,121
M,302.3,332.6296296,1384,49.7,192
H,302.1,331.5185185,1294,62.4,101
L,301.5,331.5185185,1408,47.3,79
L,300.4,335.2222222,1373,47.2,3
M,300.2,329.2962963,1550,38.7,45
L,299.2,323.7407407,1582,38.8,156
L,297.3,322.2592593,1601,35.7,9
M,298.1,320.037037,1764,27.7,23
L,302.5,333.3703704,1227,60.1,167
M,300.1,330.4074074,1556,38.1,92
L,298.9,329.2962963,1523,39.1,53
L,298.7,323.3703704,1467,40.7,106
M,303.7,337.4444444,1756,26.4,190
L,300.6,328.1851852,1418,42.7,147
M,300.0,334.4814815,1451,49.0,115
M,300.0,334.1111111,1537,35.4,120
L,297.5,322.6296296,1437,42.3,29
L,300.3,334.4814815,1552,38.9,23
H,303.3,335.5925926,1649,29.4,49
L,300.7,328.5555556,1815,27.0,190
L,298.9,327.4444444,1663,33.7,195
L,295.6,314.8518519,1428,44.5,51
L,300.6,329.6666667,1447,45.9,17
L,301.3,331.1481481,1510,38.5,47
M,301.8,333.7407407,1542,40.1,142
L,302.0,330.4074074,1336,58.2,110
L,304.4,342.2592593,1507,43.1,13
L,301.3,333.0,1624,40.9,0
L,298.7,323.3703704,1616,30.2,34
M,298.1,325.2222222,2042,17.8,129
L,300.1,334.1111111,1729,29.3,71
L,298.8,328.5555556,1739,30.6,83
L,297.4,323.0,2151,17.7,0
L,298.9,329.6666667,1359,56.9,166
L,299.0,324.8518519,1615,30.6,14
L,296.3,318.9259259,1567,31.4,5
M,298.8,327.8148148,2098,19.0,133
L,303.0,338.5555556,1451,42.1,125
L,304.0,340.7777778,1314,47.1,144
L,297.9,321.1481481,1412,44.5,85
L,300.5,336.3333333,1498,42.9,25
M,301.4,328.9259259,1689,32.1,207
L,297.2,322.6296296,1379,52.1,21
L,304.4,342.2592593,1568,39.1,0
H,302.9,333.3703704,2102,17.8,91
L,300.9,331.5185185,1359,46.0,151
L,301.9,327.8148148,1595,31.4,133
L,298.1,326.7037037,1397,48.2,63
H,298.0,321.1481481,1482,37.8,132
L,297.4,322.6296296,1336,53.7,61
M,300.7,331.1481481,1484,38.0,84
L,296.9,321.5185185,1713,29.3,13
L,298.2,321.1481481,1769,27.2,188
M,299.9,333.7407407,1389,50.0,55
M,298.0,322.2592593,2090,19.0,143
L,301.0,331.8888889,1527,45.3,8
L,300.3,334.4814815,1466,46.2,62
L,301.8,330.037037,1688,28.8,31
M,299.9,330.7777778,1335,52.9,180
M,299.8,327.8148148,1556,37.7,124
M,298.3,320.7777778,1457,52.5,98
L,303.9,341.1481481,1526,40.7,164
M,298.8,323.7407407,1507,42.3,207
L,297.5,324.8518519,1581,30.4,155
M,300.4,334.1111111,1604,31.7,119
L,300.8,327.8148148,1519,35.8,14
L,302.2,333.3703704,1451,41.8,66
M,301.5,331.5185185,1744,28.2,61
L,301.9,330.4074074,1286,62.8,22
L,299.5,331.5185185,1472,40.9,104
H,299.3,324.1111111,1408,44.4,82
L,299.9,332.2592593,1292,51.1,173
L,298.7,328.5555556,1372,54.7,44
L,303.5,336.3333333,1761,25.8,105
L,299.6,333.0,1521,37.2,131
L,303.2,338.1851852,1518,39.9,146
L,303.0,333.3703704,1800,23.7,61
H,302.3,335.2222222,1456,45.4,130
L,300.7,330.7777778,1357,52.6,199
M,301.9,332.2592593,1573,38.9,209
L,301.6,331.1481481,1834,23.5,146
H,299.4,326.3333333,1439,49.7,9
L,298.7,329.6666667,1402,45.9,30
L,300.6,327.4444444,1423,49.1,74
M,298.9,330.4074074,1533,44.4,24
L,299.1,322.6296296,1533,42.4,48
L,302.4,329.6666667,1642,28.3,88
L,302.4,332.2592593,1349,46.1,148
L,302.0,330.4074074,1895,23.2,161
H,302.3,335.962963,1374,52.4,154
L,300.8,329.6666667,1520,37.7,193
M,304.1,341.8888889,1428,39.9,88
L,302.0,330.4074074,1357,58.0,108
L,302.2,335.2222222,1412,44.5,204
L,297.2,323.3703704,1518,44.3,163
L,300.5,331.1481481,1543,36.2,30
M,303.9,340.4074074,1473,42.8,97
L,303.9,340.4074074,1491,37.2,195
H,298.2,325.2222222,1371,55.7,23
M,302.3,333.3703704,1507,47.7,70
L,299.3,323.7407407,1744,26.4,33
H,299.9,330.037037,1535,43.9,154
H,303.6,337.0740741,1371,54.6,112
M,301.3,333.3703704,1438,42.4,7
M,299.0,330.037037,1303,68.6,111
H,300.7,327.4444444,1925,20.5,9
M,298.8,325.962963,1452,48.6,98
L,299.2,330.037037,1610,33.3,233
L,303.4,338.9259259,1534,35.5,98
L,297.5,324.8518519,1469,44.0,185
H,303.1,333.7407407,2056,19.7,167
M,299.7,331.1481481,1572,38.0,139
L,302.4,335.5925926,1451,42.0,110
M,298.7,327.4444444,1800,24.8,78
L,302.8,336.7037037,1487,36.6,84
L,299.6,332.6296296,1552,33.2,139
M,295.8,315.962963,1641,32.2,101
M,299.1,329.2962963,1570,30.9,226
L,297.2,323.7407407,1578,34.4,76
H,300.9,330.4074074,1457,43.8,69
L,301.5,333.0,1469,49.5,107
L,301.4,333.0,1462,37.1,41
H,300.9,335.962963,1513,38.0,38
L,302.2,334.4814815,1424,45.2,39
L,300.8,330.4074074,1368,46.8,21
L,301.5,330.7777778,1466,48.1,189
M,302.1,331.5185185,1376,46.3,210
H,298.8,327.4444444,1309,57.4,185
L,300.2,334.4814815,1383,42.1,60
M,298.7,327.4444444,1452,42.7,180
L,302.6,330.4074074,1478,47.7,189
M,300.8,331.1481481,1545,37.5,155
L,297.1,322.6296296,1763,25.7,139
H,300.0,334.1111111,1641,34.5,155
M,300.7,327.0740741,1622,30.5,14
L,297.4,323.3703704,1501,44.9,20
L,300.2,332.6296296,1627,33.7,147
L,302.4,335.962963,1452,43.1,137
M,303.9,340.4074074,1514,41.1,121
L,297.3,323.0,1472,41.3,67
L,298.9,328.9259259,1470,45.9,109
M,302.3,333.3703704,1546,40.0,71
L,297.2,324.1111111,1463,49.9,146
L,301.5,331.1481481,1481,46.8,20
L,299.2,329.6666667,1609,33.2,156
L,300.0,327.4444444,1571,33.1,65
M,298.9,328.5555556,1449,44.1,112
L,299.2,331.1481481,1675,33.3,28
L,302.3,332.2592593,1529,33.4,62
L,300.9,332.2592593,1228,66.4,109
M,300.3,335.2222222,1374,47.9,222
L,297.4,324.1111111,1545,36.9,125
M,300.2,330.4074074,1202,61.7,74
L,298.1,324.1111111,1556,31.6,145
M,300.6,326.7037037,1452,39.4,78
L,299.9,326.7037037,1858,22.5,22
M,298.2,325.2222222,1694,28.0,5
L,302.6,335.962963,1598,35.5,69
H,301.4,331.5185185,1516,36.4,83
L,298.1,320.4074074,1767,27.0,127
L,297.6,322.6296296,1658,34.3,59
L,298.8,328.5555556,1568,33.7,13
H,300.3,327.0740741,1438,44.0,59
L,300.6,330.7777778,1570,38.3,14
H,300.7,331.8888889,1296,58.2,204
L,300.0,333.7407407,1407,47.3,208
L,296.6,319.6666667,1582,37.9,197
H,303.7,338.5555556,1711,27.6,170
M,299.5,332.2592593,1577,34.6,159
L,297.9,325.5925926,1521,36.1,15
L,298.5,326.7037037,1517,40.2,45
L,296.8,320.4074074,1565,40.1,89
L,298.9,322.6296296,1855,23.8,33
L,297.5,326.7037037,1803,24.7,98
L,300.2,326.7037037,1526,35.3,46
H,300.6,327.8148148,1470,43.8,18
H,298.9,326.3333333,1375,42.7,58
L,301.2,330.4074074,1515,38.4,51
M,302.3,334.1111111,1571,32.7,17
M,299.5,324.8518519,1448,42.9,74
L,302.7,337.0740741,1572,34.4,228
H,299.5,325.962963,1872,22.6,162
L,299.4,324.8518519,1440,42.5,87
L,298.6,327.8148148,1925,22.1,7
M,303.9,339.6666667,1430,53.5,189
L,300.8,331.5185185,1339,59.1,203
L,300.4,334.1111111,1552,28.8,135
L,298.7,328.5555556,1483,32.8,142
L,300.5,334.4814815,1499,37.6,73
L,297.7,324.8518519,1516,33.7,92
M,297.2,322.2592593,1405,42.5,204
L,301.6,330.7777778,1809,25.5,40
L,299.3,331.8888889,1391,46.9,21
L,301.3,330.4074074,1459,44.7,92
L,302.7,337.8148148,1423,51.9,60
L,301.7,331.8888889,1493,47.6,145
L,300.9,327.8148148,1431,41.4,199
L,299.1,331.1481481,1921,23.9,158
H,300.7,327.0740741,1667,30.5,29
L,298.1,321.5185185,1652,28.5,63
M,302.3,335.2222222,1540,28.9,149
M,300.4,328.1851852,1517,40.3,149
M,301.5,330.4074074,1486,39.6,144
L,302.0,331.8888889,1447,42.7,229
L,298.0,322.6296296,1405,56.2,218
L,300.9,331.8888889,1517,44.3,4
M,297.8,325.2222222,1434,43.3,96
L,300.3,335.5925926,1547,39.7,121
L,296.9,320.037037,1514,35.7,100
L,300.8,333.7407407,1782,26.9,116
L,297.0,321.8888889,1355,43.7,217
L,302.6,334.8518519,1311,53.2,0
H,300.8,335.2222222,1468,38.7,39
M,303.4,334.1111111,1606,29.6,122
M,302.5,336.3333333,1445,54.8,0
M,299.5,331.8888889,1754,31.3,114
L,298.1,323.7407407,1439,44.9,205
M,301.0,331.5185185,1517,40.2,171
L,298.5,327.8148148,1613,36.7,0
H,300.1,334.4814815,1383,49.1,33
L,298.2,322.2592593,1407,47.1,153
L,297.3,325.2222222,1548,37.4,171
M,300.3,334.8518519,1359,54.1,81
L,295.9,315.5925926,1575,28.5,74
L,299.0,329.6666667,1412,44.1,246
M,299.4,326.3333333,1485,47.1,209
L,302.5,336.3333333,1574,33.8,63
L,301.3,331.5185185,1594,34.1,172
L,303.6,338.5555556,1699,27.9,160
L,300.2,326.7037037,1527,37.0,194
M,299.4,325.962963,1470,44.4,135
M,297.9,320.7777778,1303,59.3,75
M,299.4,326.7037037,1326,47.5,35
L,300.8,335.2222222,1426,45.5,16
L,299.5,331.8888889,1873,22.3,211
L,302.2,333.0,1630,34.6,94
H,297.4,324.1111111,1323,51.1,130
L,297.8,324.8518519,1530,37.6,106
L,300.0,326.3333333,1395,56.5,122
L,300.4,329.2962963,1503,42.2,196
L,303.5,339.6666667,1275,64.4,113
L,299.8,333.0,1588,38.0,183
M,301.2,334.8518519,1423,48.0,199
L,298.2,321.1481481,1544,31.4,192
L,298.4,327.4444444,1710,27.3,163
L,298.2,320.7777778,1355,59.4,115
L,297.5,324.8518519,1696,30.9,133
M,301.5,331.1481481,1447,41.9,140
H,300.3,335.5925926,2141,18.5,204
M,298.0,319.6666667,1387,45.5,166
M,296.9,320.7777778,1392,43.9,0
L,301.8,331.5185185,1523,43.3,60
L,298.2,325.5925926,1539,36.5,134
L,298.4,327.8148148,1419,41.3,159
H,303.9,340.7777778,1680,29.1,201
L,303.5,337.0740741,1511,37.1,27
L,297.7,322.2592593,1500,39.9,158
L,297.3,322.6296296,1471,38.2,37
L,301.1,328.1851852,1519,39.6,167
L,304.2,341.1481481,1668,35.7,180
H,295.6,314.8518519,1632,32.2,76
L,297.5,323.0,1723,27.3,67
L,301.1,333.7407407,1630,29.5,51
L,299.8,325.2222222,1614,30.8,100
L,300.2,330.4074074,1808,25.8,35
L,299.1,322.2592593,1319,60.3,36
L,299.8,328.1851852,1542,39.4,155
M,300.2,327.4444444,1528,35.1,44
L,302.0,327.8148148,1551,34.8,207
L,303.6,340.037037,1593,31.6,52
M,303.5,337.4444444,1624,34.8,121
L,300.3,328.5555556,1518,36.4,0
L,300.4,335.5925926,1367,57.2,10
L,298.7,323.3703704,1444,54.2,62
L,302.3,334.8518519,1784,26.4,79
L,295.5,314.4814815,1488,40.7,31
M,303.0,333.3703704,1592,38.9,188
L,299.8,325.962963,1491,47.5,216
L,300.3,333.0,1480,46.6,185
L,301.4,331.8888889,1389,52.7,125
L,300.8,326.7037037,1489,38.4,109
M,298.0,321.8888889,1339,51.6,197
L,301.7,332.6296296,1474,42.6,164
H,298.8,328.9259259,1530,38.3,53
L,302.3,335.2222222,1281,48.8,0
L,300.9,338.9259259,1416,43.8,112
H,300.9,332.6296296,1853,23.6,122
L,300.0,329.2962963,1762,28.0,202
L,297.5,323.0,1433,50.0,218
L,300.9,332.6296296,2003,20.2,138
M,300.7,327.0740741,1733,26.7,108
M,299.2,324.8518519,1447,39.6,22
M,300.2,327.4444444,1491,41.8,41
L,297.5,323.0,1441,44.5,4
M,301.4,331.1481481,1855,25.3,178
L,301.5,333.0,2055,16.8,105
L,297.6,324.1111111,1455,48.2,145
H,300.4,329.6666667,1431,43.2,0
M,301.8,327.0740741,1732,30.1,220
M,300.7,335.2222222,1532,40.0,0
M,300.8,331.5185185,1452,43.0,139
M,302.3,334.4814815,1530,42.3,21
L,299.3,325.2222222,1473,46.3,146
M,302.5,335.962963,1532,38.8,96
M,297.5,323.7407407,1440,38.8,29
L,302.3,329.2962963,1388,49.9,48
L,298.3,326.7037037,1468,46.2,10
L,300.6,327.0740741,1516,39.0,142
M,298.0,322.2592593,1395,49.1,206
L,299.3,325.962963,2280,15.4,207
M,301.4,331.1481481,1431,40.6,101
L,300.2,327.0740741,1343,50.2,98
H,298.5,326.7037037,1573,33.6,143
L,298.9,329.2962963,1750,25.0,156
L,299.7,326.3333333,1445,42.6,0
L,302.3,334.4814815,1384,50.8,13
L,296.2,317.0740741,1389,53.3,132
L,301.3,330.037037,1313,55.6,127
H,298.3,327.0740741,1427,54.3,89
L,300.6,329.6666667,1378,47.3,71
L,301.9,331.8888889,1465,44.3,57
L,302.3,332.2592593,1587,36.6,20
M,297.8,320.037037,1352,49.4,102
M,298.8,325.5925926,1368,49.1,117
L,303.5,338.9259259,1694,27.3,40
L,298.6,329.2962963,1439,49.9,17
L,300.6,329.6666667,1519,44.6,69
L,301.4,332.6296296,1533,45.8,125
M,298.0,324.1111111,1392,53.4,104
L,300.2,329.6666667,1378,43.9,193
M,300.9,334.4814815,1836,21.8,12
L,303.3,338.1851852,1968,20.6,130
M,302.6,334.8518519,1227,68.2,187
M,304.1,340.7777778,1410,42.4,155
L,300.1,327.8148148,1441,40.1,46
M,299.2,323.0,1396,48.7,13
L,295.8,315.5925926,1325,56.2,65
M,297.4,326.3333333,1622,35.0,123
L,298.8,328.9259259,1423,42.1,154
M,300.4,334.8518519,1518,36.4,53
L,298.4,324.8518519,1628,34.9,93
L,302.1,332.2592593,1477,41.4,184
L,300.1,334.1111111,1910,23.0,153
M,298.3,327.0740741,1543,49.9,199
M,301.3,332.2592593,1512,36.9,159
H,298.5,324.8518519,1500,40.3,207
L,298.2,322.6296296,1805,31.6,96
M,297.4,321.5185185,1440,42.4,190
M,300.4,334.1111111,1352,57.3,116
L,301.4,331.8888889,1770,24.1,112
L,298.5,322.2592593,1595,32.3,46
M,297.8,319.2962963,1438,43.6,141
H,299.8,332.2592593,1427,47.2,168
M,299.2,323.3703704,1526,37.3,135
M,295.8,316.3333333,1480,43.2,92
H,297.3,324.4814815,1499,44.2,134
L,304.0,340.037037,1397,42.4,113
M,296.8,321.1481481,1409,44.3,145
M,301.0,327.8148148,1511,39.3,146
L,300.7,327.0740741,1479,43.6,240
L,298.8,324.4814815,1991,20.7,59
M,302.7,333.0,1297,60.7,125
L,301.9,332.6296296,1353,43.8,130
L,298.8,328.5555556,1525,39.7,77
L,301.8,332.2592593,1521,39.3,197
H,303.1,333.7407407,1494,42.7,221
L,298.4,321.5185185,1540,37.8,7
M,297.6,323.3703704,1848,23.7,37
L,297.1,323.3703704,1483,46.9,203
M,299.9,327.0740741,1372,56.2,133
L,301.9,331.5185185,1480,47.1,68
L,298.0,320.037037,1385,45.0,158
L,301.5,331.5185185,1618,35.5,218
L,300.2,334.8518519,1375,56.9,155
M,300.7,331.8888889,1452,47.9,77
H,299.2,331.8888889,1761,30.4,180
L,298.1,321.5185185,1626,36.5,83
M,303.7,339.6666667,1566,32.6,9
L,297.7,325.2222222,1538,43.2,30
L,297.6,318.5555556,1486,40.6,42
H,302.3,333.0,1543,37.5,73
L,298.0,324.1111111,1462,48.2,204
M,301.3,333.0,1581,30.9,31
L,298.8,327.4444444,1613,27.7,143
L,298.0,318.9259259,1424,46.5,185
M,296.9,321.5185185,1641,33.3,67
M,299.8,330.7777778,1375,53.9,110
M,297.7,318.5555556,1372,52.8,33
L,301.0,337.0740741,1602,35.9,67
L,297.4,323.3703704,1761,27.2,76
L,300.4,333.3703704,1705,28.7,20
H,300.8,336.7037037,1527,35.1,164
L,298.1,322.2592593,1521,39.3,151
M,300.7,330.7777778,1863,22.2,111
M,302.0,331.1481481,1535,38.6,34
H,297.0,323.0,1305,54.6,168
M,299.3,331.5185185,1440,45.5,146
L,300.3,330.7777778,1522,39.1,217
L,297.0,321.8888889,1455,43.5,122
L,300.1,333.7407407,1470,45.2,40
L,302.5,336.3333333,1495,38.8,186
L,297.3,323.7407407,1446,50.1,144
L,300.0,334.4814815,1591,32.0,79
M,300.8,334.1111111,1732,26.9,45
L,300.6,336.3333333,1490,42.2,3
L,297.8,327.8148148,1935,22.1,171
L,297.4,322.6296296,1632,33.5,39
M,297.8,320.7777778,1543,43.7,8
L,303.6,335.2222222,1546,38.5,64
L,299.3,330.7777778,1281,59.8,15
L,297.0,320.037037,1680,35.8,20
L,301.0,332.2592593,1740,28.9,129
L,299.0,322.6296296,1441,44.0,48
L,297.5,324.8518519,1596,30.7,5
L,300.5,334.1111111,1556,45.3,58
M,300.8,330.7777778,1409,50.6,141
L,301.8,331.5185185,1547,41.7,72
M,298.6,329.6666667,1328,50.5,12
H,297.5,323.3703704,1671,28.0,158
L,297.8,324.4814815,1621,36.1,68
L,298.7,330.037037,1451,40.0,86
M,297.5,321.8888889,1480,42.4,112
M,300.1,329.2962963,1501,39.3,195
L,298.5,326.7037037,1418,45.1,148
M,298.7,323.0,1507,45.7,192
M,300.7,327.0740741,1352,44.0,126
M,298.6,327.4444444,1635,29.7,9
L,298.9,328.1851852,1396,49.0,13
M,299.2,323.0,1529,43.0,50
L,302.4,329.6666667,1578,31.2,139
M,300.9,327.8148148,1394,48.8,192
L,302.5,336.7037037,1534,38.6,3
L,297.4,323.0,1394,50.1,213
L,297.9,321.5185185,1954,21.1,42
L,296.6,318.9259259,1474,40.0,158
L,303.5,339.2962963,1524,39.4,96
H,298.4,322.2592593,1478,43.5,206
H,302.1,329.2962963,1844,24.6,171
L,300.3,326.3333333,1345,53.5,192
H,303.6,338.1851852,1375,54.0,186
H,301.4,330.4074074,1610,38.6,16
L,299.0,329.2962963,1886,21.2,13
M,300.1,325.962963,1687,27.7,95
L,301.6,331.1481481,1222,70.0,62
L,302.0,331.1481481,1325,55.3,192
H,298.8,330.037037,1708,27.1,78
L,299.6,332.2592593,1716,28.5,117
H,303.5,335.2222222,1584,32.7,143
L,301.5,331.8888889,1785,25.5,120
L,303.3,333.7407407,1350,48.1,32
H,296.9,320.7777778,1549,37.8,104
M,296.2,318.5555556,1633,31.1,0
L,298.2,323.0,1512,34.9,181
M,298.4,321.5185185,1416,38.2,198
L,301.0,332.6296296,1634,31.2,182
H,297.4,323.7407407,1461,40.1,126
L,297.4,323.3703704,1477,40.7,74
M,295.7,315.2222222,1347,50.4,46
M,303.8,339.6666667,1815,27.8,66
L,296.7,319.2962963,1535,34.6,114
M,304.3,341.5185185,1624,32.1,53
L,299.8,331.8888889,1553,32.2,161
L,301.5,331.5185185,1942,20.5,155
H,302.1,333.3703704,1598,37.9,148
M,301.1,331.5185185,1367,43.4,111
H,298.9,324.4814815,1621,32.7,75
H,299.7,325.962963,1456,40.6,182
L,298.2,320.7777778,1528,31.1,194
L,300.2,326.7037037,1558,38.3,51
L,299.0,329.6666667,1372,48.0,174
L,298.9,331.1481481,1387,52.7,2
M,302.4,333.0,1443,51.8,178
M,299.8,325.962963,1372,58.2,65
M,298.9,327.4444444,1567,34.5,204
L,301.5,331.1481481,1453,44.0,208
H,304.2,341.8888889,1627,32.2,91
H,302.2,332.2592593,1415,48.4,185
L,298.7,329.6666667,1566,33.1,68
L,301.8,327.4444444,1432,43.7,138
M,301.1,337.4444444,1852,25.9,131
M,299.0,328.9259259,1341,58.9,126
L,301.5,333.0,1458,41.4,123
L,301.3,332.2592593,1509,41.7,16
L,301.5,330.4074074,1425,54.4,7
L,297.5,324.1111111,1407,42.5,145
L,300.7,331.8888889,1619,34.9,57
L,299.3,326.3333333,1528,37.8,45
H,296.9,321.1481481,1547,32.6,79
L,302.6,335.962963,1453,39.1,84
L,298.6,329.2962963,1721,27.2,5
L,302.5,330.037037,1551,37.3,168
H,303.6,337.8148148,1480,50.7,2
M,301.6,332.6296296,1431,42.3,129
M,297.4,323.0,1441,46.8,116
H,296.7,319.2962963,1661,34.2,109
H,297.1,323.0,1654,31.4,171
L,304.2,342.2592593,1469,40.0,154
L,302.0,331.8888889,1615,29.0,235
L,297.6,324.1111111,1319,50.9,141
M,302.4,335.962963,1398,50.1,188
M,302.0,333.3703704,1558,39.1,179
L,300.0,325.2222222,1454,51.7,2
M,301.0,333.0,1420,47.4,167
M,304.1,341.1481481,1725,28.3,177
L,303.0,337.4444444,1533,38.5,134
L,302.0,333.0,1406,50.5,187
L,298.9,324.1111111,1729,26.6,73
H,300.7,327.0740741,2007,19.7,2
L,301.6,331.1481481,1506,43.4,222
H,302.6,336.3333333,1657,29.3,37
L,298.8,323.7407407,1511,36.1,157
L,300.2,327.8148148,1421,44.6,17
L,303.4,339.6666667,1389,54.1,109
L,298.4,325.5925926,1417,40.6,121
H,301.0,329.2962963,1454,44.1,217
L,296.6,319.2962963,1504,45.8,58
L,301.4,330.7777778,1380,48.4,131
L,296.0,316.7037037,1917,21.0,127
L,300.4,333.7407407,1495,51.2,175
M,297.3,322.6296296,1301,39.6,5
M,297.9,320.037037,1609,30.3,64
M,297.4,322.6296296,1550,47.8,18
L,299.1,323.7407407,1555,36.6,104
L,298.0,323.7407407,1430,57.0,43
M,301.7,330.7777778,1724,33.0,171
L,303.3,334.1111111,1511,43.4,65
L,303.5,334.8518519,1465,48.7,60
M,298.8,327.4444444,1692,31.9,167
L,301.6,331.1481481,1418,43.9,129
M,298.8,328.9259259,1484,44.9,80
L,297.8,326.3333333,2015,20.1,161
L,301.4,333.0,1800,26.0,135
L,298.8,323.7407407,1631,32.4,38
L,300.3,327.4444444,1435,45.4,181
L,303.5,335.2222222,1620,31.0,141
M,298.8,327.8148148,1453,47.7,101
M,301.7,328.1851852,1284,68.2,111
M,302.4,330.4074074,1463,42.2,139
L,298.5,327.0740741,1547,33.1,68
L,297.3,323.0,1513,40.5,25
M,300.2,327.0740741,1642,28.8,92
L,301.3,332.6296296,1418,41.9,208
L,300.2,334.1111111,1331,49.8,143
M,296.2,317.8148148,2119,18.3,159
L,302.4,334.4814815,1505,37.9,79
L,297.8,327.8148148,1547,37.3,25
M,298.2,322.6296296,1639,33.3,191
H,303.8,340.7777778,1381,52.4,140
H,304.1,340.7777778,1586,34.6,139
M,302.5,332.6296296,1563,35.6,190
M,303.4,335.5925926,1341,47.0,210
H,297.7,322.2592593,1489,43.0,151
L,299.7,325.962963,1412,45.4,147
L,299.8,327.8148148,1457,51.9,89
L,298.9,324.1111111,1504,41.8,165
L,300.7,331.1481481,1616,29.6,47
L,299.3,325.5925926,1388,45.5,123
L,301.3,331.5185185,1761,24.3,174
M,296.9,320.4074074,2008,17.5,3
L,300.1,325.962963,1441,42.9,148
L,301.3,331.1481481,1440,53.8,90
L,302.0,331.1481481,1392,50.0,84
H,298.5,325.2222222,1531,30.8,212
L,297.5,324.4814815,1530,37.8,157
H,297.3,324.1111111,1569,33.9,93
M,297.5,327.0740741,1553,42.4,60
L,299.1,324.4814815,1413,42.1,86
L,302.1,329.2962963,1543,35.8,164
L,301.0,332.2592593,1296,54.9,69
M,302.0,332.2592593,1352,55.5,59
M,298.3,323.0,1486,44.2,196
L,298.2,322.2592593,1469,43.0,88
L,300.4,335.5925926,1405,47.9,58
M,303.8,338.9259259,1488,41.3,175
L,298.2,319.6666667,1470,51.3,180
L,304.3,341.8888889,1802,25.4,170
L,300.6,330.4074074,1556,37.7,122
M,296.9,319.6666667,1332,51.1,121
L,300.5,334.1111111,1400,45.1,29
L,298.8,324.8518519,1461,47.9,206
M,298.8,327.8148148,1499,40.3,154
M,299.3,323.3703704,1304,60.6,8
H,297.9,318.9259259,1663,28.7,7
L,300.8,333.7407407,1498,40.2,73
M,298.1,321.1481481,1446,42.8,121
M,302.4,335.962963,1422,46.4,194
M,297.9,325.2222222,1970,21.6,37
